2025-06-20 11:32:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 11:32:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 11:32:37 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule
2025-06-20 11:32:37 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule
2025-06-20 11:32:44 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:32:44 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:32:57 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule
2025-06-20 11:32:57 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule
2025-06-20 11:34:07 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:07 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:34:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 11:34:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 11:34:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:34:27 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:27 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:34:32 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:32 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:34:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:34:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:34:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:40 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:40 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:40 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:40 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 11:36:41 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 11:36:42 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 11:36:42 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 11:36:48 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 11:36:48 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 11:36:49 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 11:36:49 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 11:46:32 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 11:46:32 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 11:47:19 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 11:47:19 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 11:50:40 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 11:50:40 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:45:13 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 12:45:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 12:47:26 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 12:47:27 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 12:47:28 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:28 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:47:30 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:30 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:47:32 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 12:47:32 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 12:47:33 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 12:47:33 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 12:47:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:47:52 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:52 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:47:54 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:54 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:47:56 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 12:47:56 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 12:47:56 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:47:56 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 12:48:01 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 12:48:01 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 12:48:02 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 12:48:02 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:09:23 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:09:23 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:09:25 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:09:25 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:09:26 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:09:26 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:10:17 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:10:17 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:26:30 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:26:30 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:26:32 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:26:33 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:26:33 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 13:26:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 13:26:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:26:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:26:39 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:26:39 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:26:45 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 13:26:46 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 13:26:54 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 13:26:54 | INFO     | MainThread      | logger.py:157 | 获取搜索历史列表
2025-06-20 13:26:54 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 13:26:56 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 13:26:56 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 13:27:08 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-20 13:27:08 | INFO     | MainThread      | logger.py:157 | 获取搜索历史列表
2025-06-20 13:27:08 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-20 13:27:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 13:27:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 13:27:20 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:27:20 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:52:11 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:52:11 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:54:44 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:54:44 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:54:47 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:54:47 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:54:50 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:54:50 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:54:51 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:54:51 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:54:53 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 13:54:53 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 13:56:22 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:56:22 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:56:25 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 13:56:25 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 13:56:25 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 13:56:25 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 13:56:26 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 13:56:26 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 13:56:27 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 13:56:33 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 13:56:33 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 14:04:50 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 14:04:50 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 14:04:52 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 14:04:52 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 14:04:54 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 14:04:54 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 14:04:54 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 14:04:54 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 14:11:13 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 14:11:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 14:11:15 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-20 14:11:15 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-20 14:11:16 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-20 14:11:16 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-20 14:27:14 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /health
2025-06-20 14:27:14 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /health
2025-06-20 14:27:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /
2025-06-20 14:27:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /
2025-06-20 14:28:09 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule
2025-06-20 14:28:09 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule
2025-06-20 14:28:09 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 14:28:09 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 14:28:22 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 14:28:23 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 14:35:19 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 14:35:19 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 14:35:19 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 14:35:19 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:14 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/cache/info
2025-06-20 15:36:14 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/cache/info
2025-06-20 15:36:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-20 15:36:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-20 15:36:34 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:34 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:35 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-20 15:36:36 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/undefined
2025-06-20 15:36:36 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/undefined
2025-06-21 09:30:04 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/search_history/list
2025-06-21 09:30:04 | INFO     | MainThread      | logger.py:157 | 获取搜索历史列表
2025-06-21 09:30:04 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/search_history/list
2025-06-21 09:30:14 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/bookshelf/list
2025-06-21 09:30:14 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/bookshelf/list
2025-06-21 09:30:20 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 09:30:20 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 09:35:33 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 09:35:33 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 10:23:36 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 10:25:12 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:13 | INFO     | MainThread      | logger.py:157 | 请求处理完成: POST /api/rule/
2025-06-21 10:25:18 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
2025-06-21 10:25:18 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/history/
2025-06-21 10:25:18 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 10:25:19 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 10:25:39 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/rule/
2025-06-21 10:25:48 | INFO     | MainThread      | logger.py:157 | 请求处理完成: GET /api/rule/
2025-06-21 10:26:08 | INFO     | MainThread      | logger.py:157 | 开始处理请求: GET /api/history/
